site_year	rel.abund.cleaners	rel.abund.visitors	rel.abund.residents	prob.Vis.Leav	market_binomial
MC 2016	0.0949796472792078	0.450030668513899	0.454989684206894	0.04088754947	1
MC 2017	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917	1
MC 2017	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917	0
MC 2017	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917	0
MC 2017	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917	0
MC 2017	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917	0
MC 2017	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917	0
MC 2017	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917	0
MC 2017	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917	0
MC 2017	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917	0
MC 2017	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917	0
MC 2018	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363	0
MC 2018	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363	0
MC 2018	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363	0
MC 2018	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363	1
MC 2018	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363	0
MC 2018	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363	0
MC 2018	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363	1
MC 2018	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363	0
MC 2018	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363	0
MC 2018	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363	0
NHS 2016	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966	0
NHS 2016	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966	0
NHS 2016	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966	0
NHS 2016	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966	0
NHS 2016	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966	0
NHS 2016	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966	0
NHS 2016	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966	1
NHS 2016	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966	0
NHS 2016	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966	1
NHS 2016	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966	1
NHS 2017	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894	1
NHS 2017	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894	1
NHS 2017	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894	0
NHS 2017	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894	1
NHS 2017	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894	1
NHS 2017	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894	0
NHS 2017	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894	1
NHS 2017	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894	1
NHS 2017	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894	1
NHS 2017	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894	1
NHS 2018	0.0781928757432248	0.154979831715023	0.766827292541752	0.06152105338	0
NHS 2018	0.0781928757432248	0.154979831715023	0.766827292541752	0.06152105338	0
NHS 2018	0.0781928757432248	0.154979831715023	0.766827292541752	0.06152105338	1
NHS 2018	0.0781928757432248	0.154979831715023	0.766827292541752	0.06152105338	0
NHS 2018	0.0781928757432248	0.154979831715023	0.766827292541752	0.06152105338	0
NHS 2018	0.0781928757432248	0.154979831715023	0.766827292541752	0.06152105338	0
NHS 2018	0.0781928757432248	0.154979831715023	0.766827292541752	0.06152105338	0
NHS 2018	0.0781928757432248	0.154979831715023	0.766827292541752	0.06152105338	0
NHS 2018	0.0781928757432248	0.154979831715023	0.766827292541752	0.06152105338	0
NHS 2018	0.0781928757432248	0.154979831715023	0.766827292541752	0.06152105338	0
TC 2018	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456	0
TC 2018	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456	0
TC 2018	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456	0
TC 2018	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456	0
TC 2018	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456	0
TC 2018	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456	1
TC 2018	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456	0
TC 2018	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456	1
TC 2018	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456	0
TC 2018	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456	0
